name,organization_name,membership_label,description,timespan
ЧЕРНОМОРЕЦЬ Олег Леонідович,"Управління МВС України в Миколаївській області,",начальник Вознесенського міського відділу Управління МВС України в Миколаївській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
БАГРІЙЧУК Ігор Володимирович,Служба безпеки України,заступник начальника головного управління,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ЛИТВИНОВ Сергій Валентинович,"Головне управління Міндоходів у Київській області,","заступник начальника оперативного управління Головного управління Міндоходів у Київській області,",Наказ Міністерства доходів і зборів України від 29.10.2014 № 2166-о,10 років
БОДНАРЧУК Тарас Дарійович,УМВС України в Тернопільській області,заступник начальника слідчого управління УМВС України в Тернопільській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ПАТРИКЕЙ Валерій Онисимович,Прокуратура Рівненської області,заступник прокурора Рівненської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1470к,10 років
БОНДАРЕНКО Ігор Володимирович,Управління МВС України в Сумській області,начальник штабу Управління МВС України в Сумській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ГУРАЛЬ Володимир Дмитрович,Прокуратура Львівської області,перший заступник прокурора Львівської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1461к,10 років
КРЕМЕНЧУЦЬКИЙ Сергій Миколайович,Львівська митниця Міндоходів,заступник начальника адміністративно-господарського управління,Наказ Міністерства доходів і зборів України Львівської митниці Міндоходів від 23 жовтня 2014 року № 1183-о,10 років
ЛІСОВА Ірина Миколаївна,Головне управління Міндоходів у Черкаській області,перший заступник начальника слідчого управління фінансових розслідувань Головного управління Міндоходів у Черкаській області,Наказ Міністерства доходів і зборів України від 28.10.2014 № 2180-о,10 років
СЕРЕДА Григорій Порфирович,Генеральна прокуратура України,проректор з виховної роботи та міжнародних зв’язків    Національної академії прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1504-к,10 років
ТРІМА Борис Володимирович,Першотравнева районна державної адміністрації Донецької області,голови Першотравневої районної державної адміністрації Донецької області,Розпорядження Президента України від 30.10.2014 № 1210/2014-рп,10 років
ЯРМОЩУК Микола Анатолійович,Запорізька обласна державна адміністрація,Директор Департаменту освіти і науки Запорізької обласної державної адміністрації,Розпорядження Запорізької обласної державної адміністрації  від 27.10.2014 № 193-к,10 років
ПРОЦЕНКО Євген Тимофійович,Прокуратура Запорізької області,заступник прокурора Запорізької області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1450к,10 років
МАРТИНЕНКО Юрій Іванович,Синельниківська районна державна адміністрація Дніпропетровської області,Голова Синельниківської районної державної адміністрації Дніпропетровської області,Розпорядження Президента України від 30.10.2014 № 1202/2014-рп,10 років
КОЗЕЛЕЦЬКИЙ Ярослав Вікторович,прокуратура Автономої Республіки Крим,начальник відділу  інформатизації прокуратури Автономої Республіки Крим,Наказ прокуратури Автономої Республіки Крим від 22 жовтня 2014 року № 51-к,10 років
ПОЛІЩУК Володимир Григорович,Управління МВС України у Волинській області,заступник начальника Управління МВС України у Волинській області – начальник міліції громадської безпеки,Наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239 о/с,10 років
ОСТРЯНИН Олександр Іванович,УМВС України в Полтавській області,заступник начальника УМВС України в Полтавській області - начальник міліції громадської безпеки,-,10 років
ГОРБАТЮК Сергій Володимирович,Управління МВС України в Івано-Франківській області,начальник управління по боротьбі з організованою злочинністю Управління МВС України в Івано-Франківській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ТРОЦ Володимир Миколайович,прокуратура Волинської оласті,"начальник відділу нагляду за додержанням законів спецпідрозділами та іншими органами, які ведуть боротьбу з організованою злочинністю, та процесуального керівництва прокуратури Волинської області",Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1436к,10 років
КРИВОРУЧКО Віталій Вікторович,Служба безпеки України,перший заступник начальника управління,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
КОЛОМІЄЦЬ Віктор Петрович,Служба безпеки України,офіцер з особливих доручень IV категорії,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ПОЛЯХ Вячеслав Борисович,Генеральна прокуратура України,заступник начальника Головного управління кадрів та забезпечення діяльності органів прокуратури - начальник управління організації роботи з документами Генеральної прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2500-ц,10 років
СТАРЧУК Михайло Юрійович,Генеральна прокуратура України,прокурор відділу представництва при виконанні судових рішень управління представництва в суді захисту інтересів громадян та держави при виконанні судових рішень Головного управління представництва та організації участі у кримінальному провадженні в суді Генеральної прокуратури України,Наказ Генеральної прокуратури України від 01 грудня 2014 року № 2720у,10 років
ГОШОВСЬКИЙ Микола Іванович,Прокуратура Львівської області,прокурор Львівської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1460к,10 років
БОЯН Володимир Васильович,Генеральна прокуратура України,начальник управління з питань захисту прав громадян та інтересів України на тимчасово окупованій території півострова Крим Генеральної прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2503-ц,10 років
НАРІЙЧУК Олег Данилович,Головне управління Міндоходів у м. Києві,заступник начальника управління начальник відділу організації викриття економічних злочинів оперативного управління ДПІ у Дніпровському районі Головного управління Міндоходів у м. Києві,Наказ  Головного управління Міндоходів у м. Києві від 24.10.2014 № 737-о,10 років
ШАТКОВСЬКИЙ Петро Миколайович,Служба безпеки України,офіцер з особливих доручень вищої категорії,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ЛИТВИШКО Олексій Вікторович,Управління МВС України в Чернігівській області,заступник начальника Управління МВС України в Чернігівській області – начальник кримінальної міліції,Наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239 о/с,10 років
АННЕНКО Тетяна Олександрівна,Дебальцівське міське управління юстиції  Донецької області,начальник Дебальцівського міського управління юстиції  Донецької області,Наказ Міністерства юстиції України від 25 листопада 2014 року №2542/к,10 років
МОРОЗ Дмитро Іванович,прокуратура м.Горлівки Донецької області,прокурор м.Горлівки Донецької області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1443к,10 років
ВАНЗУРЯК Павло Костянтинович,прокуратура Чернівецької області,прокурор Чернівецької області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1485к,10 років
РИЧКА Олег Іванович,прокуратура Дніпропетровської області,заступник прокурора Дніпропетровської області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1439к,10 років
ШЕВЧЕНКО Олександр Володимирович,Служба безпеки України,заступник начальника управління - начальник відділу,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ВОЛЬСЬКИЙ Олександр Олександрович,Служба безпеки України,заступник начальника головної інспекції,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ДЕНИСОВ Сергій Володимирович,Головне управління Міндоходів у м. Києві,начальник другого відділу кримінальних розслідувань слідчого управління фінансових розслідувань ДПІ у Солом’янському районі Головного управління Міндоходів у м. Києві,Наказ  Головного управління Міндоходів у м. Києві від 24.10.2014 № 737-о,10 років
ІЛЬЧИШИН Віталій Васильович,Управління МВС України в Івано-Франківській області,перший заступник начальника Управління МВС України в Івано-Франківській області - начальник слідчого управління,наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239о/с,10 років
МАРАЧ Володимир Юрійович,Генеральна прокуратура України,"начальник відділу захисту фінансово-економічних інтересів держави управління захисту прав і свобод громадян та інтересів держави  Головного управління захисту прав і свобод громадян, інтересів держави, нагляду за додержанням законів спецпідрозділами та іншими органами, які ведуть боротьбу з організованою злочинністю і корупцією Генеральної прокуратури України",Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2528-ц,10 років
ЄФІМЕНКО Олександр Анатолійович,Управління МВС України в Херсонській області,заступник начальника Управління МВС України в Херсонській області,наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239о/с,10 років
САВЧУК Роман Михайлович,Управління МВС України в Івано-Франківській області,перебуває на посаді начальника відділу режимно-секретного та документального забезпечення Управління МВС України в Івано-Франківській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ГАЛКО Віталій Вікторович,Південна митниці Міндоходів,"начальника першого оперативного відділу 
оперативного управління боротьби з контрабандою та митними
правопорушеннями Південної митниці Міндоходів",Наказ Міністерства доходів і зборів України від 29.10.2014 № 2173-о,10 років
ТАРАНЕНКО Сергій Михайлович,Головне управління Міндоходів у м. Києві,перебуває в розпорядженні Головного управління Міндоходів у м. Києві,Наказ Головного управління Міндоходів у м. Києві  від 24.10.2014 № 737-о,10 років
КУДРЯВЦЕВ Андрій Геннадійович,Прокуратура Запорізької області,заступник прокурора Запорізької області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1449к,10 років
ЄГОРОВ Олександр Євгенович,-,Краснолиманський міжрайонний прокурор Донецької  області,Наказ Генеральної прокуратури України від 24.10.2014 № 1510-к,10 років
БАНЧУК Микола Васильович,Генеральна Прокуратура України,старший помічник Генерального Прокуратура України з особливих доручень Апарату Генерального Прокуратура України,Наказ Генеральної Прокуратури України від 23.10.2014 № 2489к,10 років
ТУРЯНИЦЯ Віктор Михайлович,Управління МВС України в Закарпатській області,начальник штабу Управління МВС України в Закарпатській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ЦАБІЄВ Борис Олегович,Південна митниця Міністерства доходів і зборів України,заступник начальника управління - начальник оперативно-аналітичного відділу управління боротьби з контрабандою та митними правопорушеннями Південної митниці Міністерства доходів і зборів України.,Наказ Південної митниці Міністерства доходів і зборів України  від 27.10.2014 № 944-к,10 років
ТКАЧЕНКО Олексій Олександрович,Глухівська районна державна адміністрація Сумської області,Голова Глухівської районної державної адміністрації Сумської області,Розпорядження Президента України від 30.10.2014 № 1226/2014-рп,10 років
КАВУН Дмитро Юрійович,прокуратура Харківської області,заступник прокурора Харківської області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1475к,10 років
ПАЛЮХ Андрій Ігорович,Прокуратура  Львівської області,прокурор Франківського району м. Львова Львівської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1462к,10 років
ХОМИЧ  Анатолій Сидорович,прокуратура Рівненської області,заступник прокурора Рівненської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1471к,10 років
ХОМЕНЧУК Олег Анатолійович,прокуратура Вінницької області,заступник прокурора Вінницької області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1435к,10 років
БЕРЕЗОВСЬКИЙ Сергій Михайлович,"Головне управління Міндоходів у Київській області,",начальник відділу організації боротьби із розкраданням бюджетних коштів та їх легалізацією оперативного управління,"Наказ Головного управління Міндоходів у Київській області  від 24.10.2014 № 417""о""",10 років
ЛЕВИЦЬКИЙ Василь Васильович,Управління МВС України в Тернопільській області,заступник начальника Управління МВС України в Тернопільській області – начальник кримінальної міліції,Наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239 о/с,10 років
МАЛИХІН Сергій Валерійович,Служба безпеки України,заступник начальника  управління,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
КРИВОРУЧКО Ігор Григорович,УМВС України в Житомирській області,начальник управління матеріального забезпечення УМВС України в Житомирській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ЛИТВИН Павло Григорович,Головне управління Міндоходів у Дніпропетровській області,старший слідчий з особливо важливих справ відділу планування та моніторингу слідчого управління фінансових розслідувань Головного управління Міндоходів у Дніпропетровській області,Наказ Головного управління Міндоходів у Дніпропетровській області від 24.10.2014 № 581-о,10 років
ЯЦИШИН Віктор Антонович,"Головне управління Міндоходів в Івано-Франківській області,","Головне управління Міндоходів в Івано-Франківській області, перший заступник начальника оперативного управління ГУ Міндоходів в Івано-Франківській області",Наказ Міністерства доходів і зборів України від 29.10.2014 № 2164-о,10 років
ТЕВЕЛЄВ Дмитро Михайлович,Національна комісія з цінних паперів та фондового ринку,голова Національної комісії з цінних паперів та фондового ринку,Указ Президента України від 30 січня 2015 року №49/2015,10 років
ОСКОЛОВ Руслан Петрович,Служба безпеки України,головний інспектор,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ТАТАРИН Богдан Семенович,прокуратура  Львівської області,прокурор м. Львова Львівської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1463к,10 років
ВЕНІСЛАВСЬКИЙ Вадим Володимирович,Генеральна прокуратура України,"начальник відділу забезпечення конституційнихзасад підприємницької діяльності та захисту інтелектуальної власності і авторських прав управління захисту прав і свобод громадян та інтересів держави  Головного управління захисту прав і свобод громадян, інтересів держави, нагляду за додержанням законів спецпідрозділами та іншими органами, які ведуть боротьбу з організованою злочинністю і корупцією Генеральної прокуратури України",Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2524-ц,10 років
КРОХМАЛЬ Руслан Сергійович,Головне управління Міндоходів у м. Києві,заступник начальника оперативного управління ДПІ у Дніпровському районі Головного управління Міндоходів у м. Києві,Наказ  Головного управління Міндоходів у м. Києві від 24.10.2014 № 737-о,10 років
ВИНОГРАДОВ Владислав Анатолійович,"Запорізька митниця Міндоходів,",заступник начальника управління – начальник оперативного відділу оперативного управління боротьби з контрабандою та митними правопорушеннями,Наказ Міністерства доходів і зборів України від 29.10.2014 № 2162-о,10 років
ПАРАЩИЧ Володимир Іванович,Головне управління  Міндоходів в Одеській області,старший оперуповноважений відділу організації викриття економічних злочинів оперативного управління у Малиновському районі м. Одеси ГУ Міндоходів в Одеській області,Наказ Головного  управління  Міндоходів в Одеській області від 24.10.2014 № 399-о,10 років
ЛИСУНЕЦЬ Ігор Петрович,Петропавлівська районна державна адміністрація Дніпропетровської області,Голова Петропавлівської районної державної адміністрації Дніпропетровської області,Розпорядження Президента України від 30.10.2014 № 1201/2014-рп,10 років
БАСАЛАЄВ Дмитро Вікторович,ГУ Міндоходів у Миколаївській області,перший заступник начальника слідчого управління фінансових розслідувань,Наказ Міністерства доходів і зборів України від 29.10.2014 № 2171-о,10 років
ДРОЗДОВ Сергій Семенович,Збройні Сили України,перший заступник командувача Повітряних Сил Збройних Сил України.,Наказ Міністра оборони України від 25.10.2014 № 647,10 років
УСИК Володимир Іванович,Управління МВС України в Хмельницькій області,заступник начальника Управління МВС України в Хмельницькій області,наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239 о/с,10 років
ГАЛКІН Олександр Борисович,Дніпровська екологічна прокуратура,Дніпровський екологічний прокурор,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1490к,10 років
ГОДУЄВ Олег Олексійович,Генеральна прокуратура України,перший заступник начальника управління внутрішньої безпеки та захисту працівників прокуратури Головного управління кадрів та забезпечення діяльності  органів прокуратури  Генеральної прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2508-ц,10 років
ГОГОЛЬ Володимир Васильович,прокуратура міста Києва,заступник прокурора міста Києва,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1488к,10 років
ГОЛОМША Микола Ярославович,перший заступник Генерального прокурора України,Генеральна прокуратура України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року №2488-ц,10 років
ГАВРЮШЕНКО Володимир Олександрович,прокуратура Деснянського району м. Києва,прокурор Деснянського району м. Києва,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1489к,10 років
ОСТРОВСЬКИЙ Олександр Станіславович,"Головне управління Міндоходів у Київській області,","Головне управління Міндоходів у Київській області, 
заступник начальника управління – начальник відділу організації викриття 
економічних злочинів оперативного управління",Наказ Міністерства доходів і зборів України від 29.10.2014 № 2167-о,10 років
КОПТЄЛОВ Павло Олегович,Генеральна прокуратура України,заступник начальника відділу нагляду за досудовим розслідуванням і підтриманням державного обвинувачення управління нагляду за додержанням законів органами Служби безпеки України Державної митної служби та Державної прикордонної служби України Головного управління нагляду у кримінальному провадженні Генеральної прокуратури України,Наказ Генеральної прокуратури України від 01 грудня 2014 року № 2722у,10 років
ШАМРАЙ Олег Анатолійович,Державна фіскальна служба України,начальник Білгород – Дністровської об’єднаної державної податкової інспекції Головного управління Міндоходів в Одеській області,Наказ Державної фіскальної служба України від 24.10.2014 № 1006-о,10 років
ПЕТРУНЯ Анатолій Леонідович,Генеральна прокуратура України,перший заступник начальника управління наглядової діяльності у кримінальних провадженнях слідчих органів прокуратури Генеральної прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2509-ц,10 років
ТЕЛИЦЯ Василь Васильович,Головне управління МВС України у Львівській області,заступник начальника Самбірського міського відділу – начальник міліції громадської безпеки Головного управління МВС України у Львівській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
КОКОШКО Віктор Степанович,Генеральна прокуратура України,начальник Головного управління нагляду за додержанням законів спецпідрозділами та іншими органами. які ведуть боротьбу з організованою злочинністю і корупцією Генеральної прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2490-ц,10 років
ТОМІН Едуард Євгенович,Прокуратура міста Києва,заступник прокурора Дніпровського району міста Києва,Наказ Прокуратури міста Києва від 23.10.2014 № 3580к,10 років
КОЛОДІЙ Сергій Володимирович,Амвросіївська районна державна адміністрація у Донецькій області,Голова Амвросіївської районної державної адміністрації у Донецькій області,Розпорядження Президента України від 30.10.2014 № 1204/2014-рп,10 років
КАСЬКОВ Олег Анатолійович,Службу безпеки України,перший заступник начальника управління,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
КОЗАЧУК Василь Петрович,Генеральна прокуратура України,заступник начальника Головного управління нагляду за додержанням законів у воєній сфері - начальник управління правозахисної і представницької діяльності Генеральної прокуратури України,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2497-ц,10 років
ПОГОРЄЛОВ Сергій Володимирович,Прокуратура міста Миколаєва Миколаївської області.,прокурора прокуратури міста Миколаєва Миколаївської області.,Наказ Прокуратури Миколаївської області від 21.10.2014 № 1282к,10 років
ГРИГОРЕНКО Сергій Васильович,Служба безпеки України,перший заступник начальника  управління,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
МАКСИМЕНКО Віталій Олександрович,Державна фінансова інспекція України,"заступник директора департаменту - начальник відділу звітності та інформування про результати контрольно-ревізійної роботи Департаменту стратегічного планування, взаємодії зі ЗМІ та зв'язків з громадськістю Державної фінансової інспекції України",Наказ Державної фінансової інспекції України від 24 жовтня 2014 року № 1073-о,10 років
КОВРИГІН Володимир Сергійович,"Головне управління МВС України в Харківській області,",помічник начальника Головного управління МВС України в Харківській області,Наказ  Міністерства внутрішніх справ України від 28.10.2014 № 2253 о/с,10 років
ПОПОВ Володимир Олександрович,Розівська районна державної адміністрації Запорізької області,голова Розівської районної державної адміністрації Запорізької області,Розпорядження Президента України від 30.10.2014 № 1218/2014-рп,10 років
САВЧЕНКО Анатолій Миколайович,Прокуратура Закарпатської області,заступник прокурора Закарпатської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1446к,10 років
МУХІН Віталій Володимирович,Національна академія прокуратури України,начальник відділу досліджень проблем кримінального провадження Науково-дослідного інституту Національної академії прокуратури України,Наказ Національної академії прокуратури України від 24.10.2014 № 1002-к,10 років
МАРТИНЕНКО Руслан Миколайович,прокуратура Хмельницької області,перший заступник прокурора Хмельницької області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1481к,10 років
ГАШЕВ Михайло Хазреталійович,Державна інспекція ядерного регулювання України,перший заступник Голови  Державної інспекції ядерного регулювання України,Розпорядження КМ від 16.10.2014 № 985-р,10 років
ВОЙТЕНКО Артур Вікторович,Управління МВС України в Миколаївській області,заступник начальника Управління МВС України в Миколаївській області,Наказ Міністерства внутрішніх справ України від 27.10.2014 № 2239 о/с,10 років
ДАНЕВИЧ Олександр Степанович,Державна казначейська служба України,Перший заступник Голови Державної казначейської служби України,Розпорядження Кабінету Міністрів України від 16 жовтня 2014 року № 977-р,10 років
ТАРАН Дмитро Павлович,прокуратура  Полтавської області,прокурор Диканського району Полтавської області,Наказ Генеральної Прокуратури України від 23.10.2014 № 1469к,10 років
ШПАКОВ Владислав Володимирович,Генеральна прокуратура України,начальник відділу захисту конституційних прав громадян безпеки руху та пасажирських перевезень управління правозахисної діяльності протидії корупції та злочинності у сфері транспорту Головного управління захисту прав і свобод громадян інтересів держави нагляду за додержанням законів спецпідрозділами та іншими органами які ведуть боротьбу з організованою злочинністю і корупцією Генеральної прокуратури України,Наказ Генеральної прокуратури України від 02 грудня 2014 року № 2731у,10 років
КОБЕРНЮК Володимир Миколайович,прокуратура Житомирської області,заступник прокурора Житомирської області,Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 1444к,10 років
ПРИШКО Ігор Анатолійович,Генеральна прокуратура України,"заступник начальника Головного управління захисту прав і свобод громадян, інтересів держави, нагляду за додержанням законів спецпідрозділами та іншими органами, які ведуть боротьбу з організованою злочинністю і корупцією Генеральної прокуратури України",Наказ Генеральної прокуратури України від 23 жовтня 2014 року № 2499-ц,10 років
ЧОРНОЛУЦЬКИЙ Василь Павлович,Білгород-Дністровська районна державна адміністрація Одеської області,голова Білгород-Дністровської районної державної адміністрації Одеської області,Розпорядження Президента України від 30.10.2014 № 1222/2014-рп,10 років
БАБІНЕЦЬ Ігор Дмитрович,Служба безпеки України,перший заступник начальника управління,Наказ Служби безпеки України від   жовтня 2014 року  №,10 років
ВОЛИНЕЦЬ Михайло Степанович,Корецька районна державна адміністрація Рівненської області,Голова Корецької районної державної адміністрації Рівненської області,Розпорядження Президента України від 30.10.2014 № 1225/2014-рп,10 років
КОВАЛЕВСЬКИЙ Володимир Георгійович,Національне агентство з питань підготовки та проведення в Україні фінальної частини чемпіонату Європи 2012 року з футболу та реалізації інфраструктурних проектів,Голова Національного агентства з питань підготовки та проведення в Україні фінальної частини чемпіонату Європи 2012 року з футболу та реалізації інфраструктурних проектів,Розпорядження Кабінету Міністрів України від 16 жовтня 2014 року № 984-р,10 років
